target,heldout_dataset,model,model_key,mean_r2,mean_rmse,mean_rpd,n_runs
cbc,4,BeamK30_ResidualMLP,labelled_residual,-1.3657060464223225,0.0017615621606976,0.6585245728492737,3
cbc,4,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,-0.9299731651941935,0.0015959957565715667,0.7226103742917379,3
cbc,15,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-0.07040139039357501,0.004408489918112699,1.012463907400767,3
cbc,15,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.10184423128763832,0.0040363285226445,1.1016396880149841,3
cbc,15,BeamK30_ResidualMLP,labelled_residual,0.1509567896525065,0.003920825362294233,1.1366961002349854,3
cbc,37,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.24106828371683756,0.005699240236370967,1.1546703577041626,3
cbc,15,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.2868453462918599,0.003641966576323067,1.1937683820724487,3
cbc,37,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.35887159903844196,0.005228303732499266,1.2638214031855266,3
cbc,37,BeamK30_ResidualMLP,labelled_residual,0.37957356373469037,0.005153259487617066,1.2768841981887817,3
cbc,37,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.3961235483487447,0.0050860141142439665,1.2926815350850422,3
cbc,35,BeamK30_ResidualMLP,labelled_residual,0.405293345451355,0.0030827663252072333,1.3201592763264973,3
cbc,35,Hybrid_BeamK30_SSL_CrossGatedNAMHead,hybrid_cross_gated_nam,0.46333489815394086,0.0029412717966852335,1.3705929517745972,3
cbc,35,Hybrid_BeamK30_SSL_CrossGatedDCNHead,hybrid_cross_gated_dcn,0.4813102086385091,0.0028776727127995338,1.4158010482788086,3
cbc,35,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,0.5152517358462015,0.002795314480093267,1.4422386089960735,3
cm,13,Hybrid_BeamK30_SSL_CrossGatedFusion,hybrid_cross_gated_mlp,-3.3175973892211914,0.004754711660525434,0.5110620061556498,3
