selector,model,target,budget,bands,validation_rmse,selected_wavelengths,selected_band_indices,beam_width,top_pool,extra_random,expansion_limit,rmse,mae,r2,rpd,train_seconds,predict_seconds
BeamSearch,PLSR,cbc,5,5,0.005462498139947469,"1705,1536,1271,1007,1090","1225,1056,871,607,690",5,220,40,260,0.005051661264409175,0.0036596925613068825,0.37454280196014467,1.2655893564224243,0.0017470999991928693,0.00033819999953266233
BeamSearch,PLSR,cbc,10,10,0.0049218593487498595,"1706,1536,1271,1007,1090,709,1264,1331,1800,669","1226,1056,871,607,690,309,864,931,1320,269",5,220,40,260,0.004768877669100016,0.0034932908850141687,0.4426069927168875,1.340635895729065,0.003623900000093272,0.0005397999993874691
BeamSearch,PLSR,cbc,20,20,0.004558455278484929,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1736,1443,646,1104,572,525","1226,1056,871,607,690,309,864,931,1316,269,87,126,1101,1138,1256,963,246,704,172,125",5,220,40,260,0.0044919210758918434,0.003286333228622034,0.5054691537001458,1.423295021057129,0.006022699999448378,0.000765799999498995
BeamSearch,PLSR,cbc,30,30,0.004497739348671702,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795","1226,1056,871,607,690,309,864,931,1316,269,87,126,1101,1138,1257,963,246,704,172,1207,1182,1369,1205,1116,118,1108,1123,1393,1317,1315",5,220,40,260,0.004462314804313221,0.0032596166681365724,0.5119665805864504,1.432738184928894,0.007590799999888986,0.0004554999977699481
