selector,model,target,budget,bands,validation_rmse,selected_wavelengths,selected_band_indices,beam_width,top_pool,extra_random,expansion_limit,rmse,mae,r2,rpd,train_seconds,predict_seconds
BeamSearch,PLSR,car,5,5,2.4867669800839414,"1431,440,568,400,448","951,40,168,0,48",5,220,40,260,2.485641682922065,1.8757739714506099,0.24649359837054963,1.1537871360778809,0.0015477999986615032,0.00028279999969527125
BeamSearch,PLSR,car,10,10,2.41851884216062,"1431,440,568,400,446,439,485,1291,705,909","951,40,168,0,46,39,85,891,305,509",5,220,40,260,2.3300181463358802,1.7082998884291782,0.3378925010994741,1.2308493852615356,0.0027850999977090396,0.0003003999991051387
BeamSearch,PLSR,car,20,20,2.201586511542559,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,456","951,40,168,0,46,39,86,891,304,509,275,825,633,875,678,207,200,277,196,56",5,220,40,260,2.205798520334383,1.5382651206364226,0.4066081433143687,1.3001645803451538,0.004355100001703249,0.0003620999996201135
BeamSearch,PLSR,car,30,30,2.1680028231964625,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455","951,40,168,0,46,39,86,891,304,509,275,825,633,875,678,207,200,277,196,57,87,992,280,2,41,995,994,279,979,975",5,220,40,260,2.190586791227776,1.5246207973692123,0.4147642750346847,1.3091931343078613,0.005367000001569977,0.0003469000002951361
